scene,split,views,rank,filename,quality_score,quality_score_norm,diversity_score,combined_score
db/drjohnson,12views_quality_image_diverse,12,6,IMG_6544.jpg,0.8452719820277935,0.7070410976457218,0.29993009500724166,0.4831300461945577
db/drjohnson,12views_quality_image_diverse,12,7,IMG_6571.jpg,0.7985315339922211,0.5157909341422839,0.4283186870060873,0.4676811982173758
db/drjohnson,12views_quality_image_diverse,12,8,IMG_6406.jpg,0.7864915340114594,0.4665262808991316,0.4217046147920721,0.44187436454024887
db/drjohnson,12views_quality_image_diverse,12,9,IMG_6317.jpg,0.7836846728975094,0.4550413108242656,0.4202049992400247,0.4358813394529331
db/drjohnson,12views_quality_image_diverse,12,10,IMG_6562.jpg,0.7953687943757779,0.5028497986978138,0.38054723264330903,0.4355833873678362
db/drjohnson,12views_quality_image_diverse,12,11,IMG_6371.jpg,0.8142733022543138,0.5802022926227844,0.2881295599749018,0.41956228966644904
db/drjohnson,12views_quality_image_diverse,12,12,IMG_6560.jpg,0.8065210745930964,0.5484821258285907,0.3083794248240048,0.4164256402760685
db/drjohnson,20views_quality_image_diverse,20,1,IMG_6548.jpg,0.9168694651421143,1.0,0.0,1.0
db/drjohnson,20views_quality_image_diverse,20,2,IMG_6580.jpg,0.8463335063025808,0.7113845881266306,0.5060361371438911,0.598442940086124
db/drjohnson,20views_quality_image_diverse,20,3,IMG_6538.jpg,0.8454614668308251,0.7078164218260469,0.4481525730437734,0.5650013049957965
db/drjohnson,20views_quality_image_diverse,20,4,IMG_6365.jpg,0.8053683077943249,0.5437652938765607,0.4641795665216978,0.49999314383138616
db/drjohnson,20views_quality_image_diverse,20,5,IMG_6302.jpg,0.807338369590481,0.5518262915020002,0.4480095472911655,0.49472708218604117
db/drjohnson,20views_quality_image_diverse,20,6,IMG_6544.jpg,0.8452719820277935,0.7070410976457218,0.29993009500724166,0.4831300461945577
db/drjohnson,20views_quality_image_diverse,20,7,IMG_6571.jpg,0.7985315339922211,0.5157909341422839,0.4283186870060873,0.4676811982173758
db/drjohnson,20views_quality_image_diverse,20,8,IMG_6406.jpg,0.7864915340114594,0.4665262808991316,0.4217046147920721,0.44187436454024887
db/drjohnson,20views_quality_image_diverse,20,9,IMG_6317.jpg,0.7836846728975094,0.4550413108242656,0.4202049992400247,0.4358813394529331
db/drjohnson,20views_quality_image_diverse,20,10,IMG_6562.jpg,0.7953687943757779,0.5028497986978138,0.38054723264330903,0.4355833873678362
db/drjohnson,20views_quality_image_diverse,20,11,IMG_6371.jpg,0.8142733022543138,0.5802022926227844,0.2881295599749018,0.41956228966644904
db/drjohnson,20views_quality_image_diverse,20,12,IMG_6560.jpg,0.8065210745930964,0.5484821258285907,0.3083794248240048,0.4164256402760685
db/drjohnson,20views_quality_image_diverse,20,13,IMG_6576.jpg,0.7505987631856479,0.319662085592241,0.4392704506344502,0.3854466863654561
db/drjohnson,20views_quality_image_diverse,20,14,IMG_6292.jpg,0.7919636984085336,0.4889170019906719,0.2993005006166583,0.38462792623496445
db/drjohnson,20views_quality_image_diverse,20,15,IMG_6570.jpg,0.7916972308526716,0.48782668373809146,0.29709432244396194,0.38292388502632024
db/drjohnson,20views_quality_image_diverse,20,16,IMG_6405.jpg,0.7479770885563924,0.3089348520595987,0.39529176273367234,0.3564311529303392
db/drjohnson,20views_quality_image_diverse,20,17,IMG_6307.jpg,0.7792992270405241,0.4370971688137826,0.2880740214331728,0.3551344377544472
db/drjohnson,20views_quality_image_diverse,20,18,IMG_6385.jpg,0.7690566666083418,0.3951871863536686,0.3077160491016717,0.3470780608650703
db/drjohnson,20views_quality_image_diverse,20,19,IMG_6540.jpg,0.7759215327409218,0.423276492842257,0.2797026204688957,0.3443108630369083
db/drjohnson,20views_quality_image_diverse,20,20,IMG_6388.jpg,0.7676003464112277,0.3892282902044603,0.2985375397476454,0.3393483774532121
