scene,split,views,rank,filename,quality_score,quality_score_norm,diversity_score,combined_score
tandt/train,12views_quality_image_diverse,12,8,00092.jpg,0.8266568421507232,0.4865815186452248,0.4402613341450408,0.46110541717012365
tandt/train,12views_quality_image_diverse,12,9,00297.jpg,0.8518564598400308,0.5932571896562007,0.3522697190405905,0.4607140808176151
tandt/train,12views_quality_image_diverse,12,10,00143.jpg,0.8331849151119712,0.5142163253369638,0.4126835685295957,0.4583733090929114
tandt/train,12views_quality_image_diverse,12,11,00161.jpg,0.9188045115129425,0.8766634072876549,0.10598061694199037,0.45278787259753944
tandt/train,12views_quality_image_diverse,12,12,00172.jpg,0.864791572883486,0.6480144435370362,0.2919477505423227,0.4521777623899438
tandt/train,20views_quality_image_diverse,20,1,00157.jpg,0.9479398799994754,1.0,0.0,1.0
tandt/train,20views_quality_image_diverse,20,2,00289.jpg,0.9146860920674762,0.859229207957076,0.4801272345185959,0.650723122565912
tandt/train,20views_quality_image_diverse,20,3,00160.jpg,0.9409677996194703,0.9704856096608528,0.22561470006308973,0.5608066093820832
tandt/train,20views_quality_image_diverse,20,4,00171.jpg,0.8779767386336987,0.7038302269801195,0.4119765226430629,0.5433106895947384
tandt/train,20views_quality_image_diverse,20,5,00276.jpg,0.8517345688425836,0.5927411975446063,0.44223967596555613,0.5099653606761287
tandt/train,20views_quality_image_diverse,20,6,00170.jpg,0.8729862429015188,0.6827043318387187,0.3016121530617434,0.4731036335113823
tandt/train,20views_quality_image_diverse,20,7,00158.jpg,0.9290102415183246,0.9198665665539532,0.08844403145036431,0.4625841722469793
tandt/train,20views_quality_image_diverse,20,8,00092.jpg,0.8266568421507232,0.4865815186452248,0.4402613341450408,0.46110541717012365
tandt/train,20views_quality_image_diverse,20,9,00297.jpg,0.8518564598400308,0.5932571896562007,0.3522697190405905,0.4607140808176151
tandt/train,20views_quality_image_diverse,20,10,00143.jpg,0.8331849151119712,0.5142163253369638,0.4126835685295957,0.4583733090929114
tandt/train,20views_quality_image_diverse,20,11,00161.jpg,0.9188045115129425,0.8766634072876549,0.10598061694199037,0.45278787259753944
tandt/train,20views_quality_image_diverse,20,12,00172.jpg,0.864791572883486,0.6480144435370362,0.2919477505423227,0.4521777623899438
tandt/train,20views_quality_image_diverse,20,13,00202.jpg,0.818835293287917,0.4534711364333941,0.43818891774296886,0.44506591615366026
tandt/train,20views_quality_image_diverse,20,14,00025.jpg,0.813762741340015,0.43199787880496265,0.42351063382362364,0.4273298940652262
tandt/train,20views_quality_image_diverse,20,15,00045.jpg,0.8125149678614423,0.4267157719596304,0.4013749623864497,0.412778326694381
tandt/train,20views_quality_image_diverse,20,16,00159.jpg,0.9050129427291395,0.8182805828954233,0.07281016207621152,0.40827185144485684
tandt/train,20views_quality_image_diverse,20,17,00093.jpg,0.8032890654890336,0.3876604442799549,0.35388457031300496,0.3690837135981324
tandt/train,20views_quality_image_diverse,20,18,00169.jpg,0.8259587750916944,0.4836264431813554,0.2710106104472041,0.3666877351775722
tandt/train,20views_quality_image_diverse,20,19,00056.jpg,0.7827035930292082,0.3005174917635918,0.41688746059937754,0.364520974623274
tandt/train,20views_quality_image_diverse,20,20,00181.jpg,0.7726430257870143,0.2579288392473491,0.4291659881287874,0.3521092711321402
